Temperature,E,Esquared,Binder,C1,C1fluc,C2,C2fluc,C3,C3fluc,Cv
0.29,-78.8544,6229.9,0.664175,29.1908,0.902771,29.0131,1.0997,22.9342,9.94361,141.287
0.3,-74.9836,5638.81,0.662898,28.7974,1.34017,28.8764,1.18714,19.4111,15.9394,180.734
0.31,-73.7542,5460.92,0.661609,27.844,2.64703,28.6241,1.52111,19.5703,20.1893,221.045
0.32,-74.0844,5505.18,0.662672,28.5755,1.59985,28.6766,1.49622,18.9684,14.6866,162.839
0.33,-69.1529,4811.07,0.658789,28.3763,1.84645,28.211,1.81356,14.2854,28.6489,265.87
0.34,-66.8731,4508.77,0.655913,28.0867,2.28725,28.0711,2.18908,12.1581,38.783,317.929
0.35,-59.1455,3518.04,0.658628,27.6924,2.70113,27.6255,2.67609,4.24946,16.2445,162.023
0.36,-61.8849,3855.28,0.657523,27.5381,2.70221,27.5651,2.73052,7.71551,23.2057,197.009
0.37,-55.9592,3139.1,0.663449,27.1451,3.33141,27.1329,3.26223,1.81337,1.687,56.0515
0.38,-56.4385,3196.3,0.662031,26.9443,3.40222,26.9734,3.47623,2.79332,5.3369,76.1253
0.39,-55.6517,3108.08,0.661999,26.7006,3.87117,26.6382,3.95478,2.53843,3.49319,72.0827
0.4,-54.6784,3000.27,0.66204,26.3846,4.37311,26.4812,4.24331,1.96628,2.17263,65.8761
0.41,-54.3313,2964.94,0.660706,26.1841,4.56922,26.0968,4.89678,2.25204,4.14558,77.6036
0.42,-53.5237,2877.53,0.660844,25.7556,5.00056,25.8302,5.05678,2.14467,3.54365,72.2199
0.43,-52.688,2787.83,0.661174,25.4617,5.51938,25.5606,5.52204,1.7979,1.40236,63.8602
0.44,-52.1856,2735.02,0.661071,25.2875,5.56018,25.2985,5.6497,1.73048,1.24639,60.3386
0.45,-51.8162,2698.36,0.66021,24.9704,6.23239,25.049,5.82532,1.97335,1.95467,66.3734
0.46,-50.9122,2605.63,0.659837,24.493,6.70805,24.775,6.39504,1.80121,2.11001,64.1606
0.47,-50.1081,2525.38,0.659209,24.2943,7.20409,24.4039,6.76512,1.50862,0.883976,65.9055
0.48,-49.4816,2464.15,0.658372,23.8846,7.72496,24.0718,7.39504,1.66109,1.18555,68.2294
0.49,-48.8181,2399.45,0.657987,23.8896,7.48252,23.6392,8.19453,1.37239,0.610833,67.6423
0.5,-47.859,2307.81,0.657038,23.2363,8.7117,23.2412,8.3438,1.49655,0.814538,69.2864
0.51,-47.3602,2262.76,0.655581,22.9185,9.55374,23.1319,9.35266,1.39334,0.546807,76.0128
0.52,-46.8881,2217.08,0.655846,22.7919,9.29981,22.7237,9.46529,1.47732,0.826653,68.7652
0.53,-45.985,2134.95,0.654469,22.4631,9.50725,22.2049,10.0063,1.41567,0.629438,72.3597
0.54,-44.9651,2043.56,0.652951,21.7729,11.6533,21.882,10.2743,1.40904,0.778477,74.3966
0.55,-44.4242,1995.46,0.652536,21.4886,10.8906,21.4425,12.2024,1.65589,1.09591,72.5458
0.56,-43.9637,1954.11,0.652606,21.1749,11.1025,21.5347,10.3486,1.34256,0.583979,67.9169
0.57,-42.6373,1842.6,0.649648,20.6591,11.779,20.67,12.2626,1.42447,0.896096,75.9013
0.58,-42.1598,1805.02,0.647387,20.7037,11.7933,20.191,14.4797,1.35194,0.499312,81.9763
0.59,-41.2502,1729.72,0.646166,19.8303,15.3615,20.174,13.5565,1.32565,0.436519,80.849
0.6,-40.6911,1684.71,0.644961,19.6319,14.0573,19.8109,16.3669,1.3394,0.453124,80.4099
0.61,-39.6822,1605.08,0.642518,19.1979,15.9812,19.2576,14.5817,1.31136,0.392931,81.712
0.62,-38.4683,1512.7,0.638649,18.4767,16.5745,18.7048,15.9921,1.40147,0.611458,85.557
0.63,-38.6156,1519.74,0.642336,18.7857,14.3647,18.5502,15.4727,1.38922,0.631577,71.9891
0.64,-37.0933,1410.63,0.63535,18.1319,16.0043,17.7421,19.4568,1.30118,0.406939,84.7511
0.65,-36.9661,1398.4,0.638401,18.0219,16.1269,17.7403,16.4149,1.28019,0.392351,75.5176
0.66,-36.4096,1358.18,0.635951,17.4925,15.6996,17.7302,16.5389,1.26771,0.328091,74.6582
0.67,-35.0671,1263.15,0.633004,16.8576,18.3889,16.9646,17.3704,1.35106,0.4891,74.5143
0.68,-34.7206,1239.73,0.631373,16.5473,19.8484,16.8824,17.2925,1.41246,0.796536,73.9828
0.69,-33.5286,1160.79,0.626783,16.016,18.9153,16.2896,17.8865,1.30841,0.427643,76.925
0.7,-32.3212,1082.69,0.621343,15.7174,18.4645,15.3678,21.8302,1.34127,0.506556,77.6186
0.71,-31.6149,1039.9,0.617528,15.3743,19.6768,15.0181,23.6612,1.31519,0.389613,80.1326
0.72,-31.1966,1018.66,0.610526,15.105,21.9867,14.8678,24.8344,1.31498,0.506382,87.6422
0.73,-30.3044,961.503,0.610841,14.4628,22.1736,14.581,22.7103,1.38468,0.514433,80.9635
0.74,-28.3968,852.191,0.599136,13.3936,25.0676,13.7731,24.8369,1.32453,0.397178,83.6616
0.75,-26.9,767.847,0.593711,13.4585,23.0662,12.2086,26.1536,1.3476,0.503074,78.6435
0.76,-27.7275,815.573,0.595175,12.6721,27.6108,13.7448,21.7329,1.44883,0.768682,80.9516
0.77,-26.0733,732.858,0.576669,12.3663,24.5311,12.527,25.2009,1.2662,0.338654,89.4594
0.78,-26.8028,763.165,0.592215,12.5517,22.3951,12.9841,21.5015,1.40057,0.635296,73.5946
0.79,-23.9613,621.865,0.56731,11.8531,24.0033,10.8951,28.7555,1.31489,0.445335,76.4644
0.8,-25.5435,693.392,0.589515,12.0317,21.3965,12.3491,20.8973,1.23958,0.278679,63.9431
0.81,-24.3324,637.734,0.57662,11.3013,23.4116,11.8311,22.9649,1.29777,0.370605,69.6051
0.82,-22.8383,568.234,0.557243,9.99689,27.4183,11.6183,22.724,1.34502,0.427733,69.3708
0.83,-22.6464,557.67,0.562731,10.5415,20.8331,10.9314,27.2252,1.26858,0.344626,65.0471
