Temperature,E,Esquared,Binder,C1,C1fluc,C2,C2fluc,C3,C3fluc,Cv
0.67,-1.3186,183.422,0.601581,0.60352,0.46739600000000003,0.5877049999999999,0.496428,0.13878,0.06002110000000001,21.2762
0.68,-1.29784,178.46,0.596397,0.599078,0.44626400000000005,0.575655,0.522818,0.132628,0.046532000000000004,21.6707
0.69,-1.27061,171.139,0.595871,0.577182,0.494841,0.570322,0.510545,0.13309500000000002,0.043847199999999996,20.3602
0.7,-1.2598699999999998,168.166,0.595303,0.561618,0.508815,0.574697,0.483115,0.13322499999999998,0.049301,19.2593
0.71,-1.24633,165.221,0.591093,0.565685,0.51635,0.559187,0.498546,0.130383,0.0390015,19.6131
0.72,-1.21061,156.885,0.582841,0.5379970000000001,0.530304,0.5493129999999999,0.5274300000000001,0.13342,0.044080999999999995,19.9224
0.73,-1.19294,152.417,0.582759,0.542117,0.521879,0.530745,0.503467,0.12895700000000002,0.038277099999999994,18.9669
0.74,-1.1838,149.859,0.584776,0.532975,0.515536,0.53178,0.500325,0.12767,0.037318699999999996,17.7518
0.75,-1.1610900000000002,144.913,0.577479,0.5330820000000001,0.492303,0.50682,0.5115700000000001,0.130822,0.0396672,17.9567
0.76,-1.1399599999999999,139.832,0.574925,0.500505,0.5318069999999999,0.519343,0.503406,0.12942800000000002,0.0396327,17.1061
0.77,-1.1081400000000001,133.048,0.569007,0.490468,0.514449,0.498672,0.516965,0.128135,0.0363592,17.291
0.78,-1.12032,135.896,0.570047,0.4902,0.532855,0.510682,0.481651,0.128937,0.0373587,17.0674
0.79,-1.10418,131.271,0.573228,0.486693,0.527952,0.49582800000000005,0.49696300000000004,0.13179000000000002,0.045218999999999995,14.979
0.8,-1.07476,125.161,0.565065,0.47297500000000003,0.495046,0.48074000000000006,0.506391,0.13092299999999998,0.0356905,15.0779
0.81,-1.0547,121.168,0.555831,0.47468000000000005,0.515904,0.460155,0.501949,0.129888,0.0413499,15.1315
0.82,-1.04766,119.361,0.56042,0.47504,0.53035,0.45261500000000005,0.47945200000000004,0.130025,0.039675,14.2792
0.83,-1.03776,116.891,0.562525,0.452707,0.5142420000000001,0.464428,0.503473,0.13081199999999998,0.036903399999999996,13.3497
0.84,-1.0196,113.158,0.557898,0.45201,0.477955,0.44765499999999997,0.516275,0.13111699999999998,0.040209499999999995,13.0382
0.85,-1.00295,110.743,0.543757,0.45197000000000004,0.523926,0.429105,0.510509,0.13292500000000002,0.0423944,14.0502
0.86,-0.9815780000000001,106.498,0.535299,0.42453,0.5151830000000001,0.436228,0.49631800000000004,0.13102,0.0410376,13.7218
0.87,-0.9794219999999999,105.132,0.549874,0.436642,0.500926,0.42355200000000004,0.49738499999999997,0.130062,0.03813,12.1624
0.88,-0.97898,104.731,0.549347,0.43431699999999995,0.501131,0.426035,0.483517,0.12862,0.033804,11.4815
0.89,-0.946749,98.7053,0.538159,0.41464,0.48944200000000004,0.411402,0.47708199999999995,0.13152999999999998,0.043038599999999996,11.4529
0.9,-0.937235,96.8658,0.540571,0.40913000000000005,0.473691,0.40814500000000004,0.47144700000000006,0.131015,0.040065699999999996,11.1418
0.91,-0.930315,95.3402,0.538834,0.410192,0.48682400000000003,0.400307,0.45536199999999993,0.13103,0.0391314,10.6166
0.92,-0.9056390000000001,90.8122,0.535383,0.39319000000000004,0.481351,0.392935,0.471046,0.13014699999999998,0.0359738,10.39
0.93,-0.9118830000000001,91.6845,0.536933,0.393122,0.459619,0.39889,0.471728,0.13099,0.0420012,9.86424
0.94,-0.906954,90.9342,0.535469,0.388492,0.466003,0.398588,0.424998,0.13072299999999998,0.0375988,9.82085
0.95,-0.8932629999999999,88.4311,0.527169,0.38415499999999997,0.46554399999999996,0.388755,0.45494,0.13141,0.0378541,9.57245
0.96,-0.883568,86.6177,0.526836,0.379212,0.46402599999999994,0.388085,0.45325,0.125487,0.0328964,9.27563
0.97,-0.8932019999999999,88.1727,0.534959,0.391447,0.448841,0.382647,0.450006,0.13025199999999998,0.0390704,8.91888
0.98,-0.8620950000000001,82.7302,0.523275,0.369985,0.439461,0.373345,0.45741,0.12939,0.0333273,8.75617
0.99,-0.8497920000000001,80.5607,0.519274,0.38040799999999997,0.441624,0.35153,0.439922,0.1281,0.0322389,8.51555
1.0,-0.839571,78.509,0.52118,0.372923,0.440836,0.3487,0.41735300000000003,0.129113,0.035642099999999996,8.02103
1.01,-0.8390739999999999,78.0164,0.527326,0.35668,0.420284,0.363598,0.43708600000000003,0.129205,0.0392807,7.46186
1.02,-0.838133,77.8241,0.524916,0.36107999999999996,0.44023700000000004,0.357675,0.414426,0.131565,0.0389365,7.28307
1.03,-0.806714,72.6808,0.515436,0.34208500000000003,0.417784,0.346865,0.40901699999999996,0.12878499999999998,0.0354392,7.16563
1.04,-0.8186120000000001,74.7927,0.514675,0.34319,0.399131,0.35486,0.428589,0.13206,0.0377516,7.19309
1.05,-0.8253259999999999,75.8587,0.520772,0.354968,0.429108,0.352248,0.410569,0.128455,0.0340281,7.02264
